sst,time
6.9509125,1860.9858012170384
7.156073,1861.0689655172414
7.0029993,1861.1521298174441
6.5366426,1861.235294117647
5.9288116,1861.3184584178498
5.375303,1861.4016227180527
5.2131524,1861.4847870182555
4.975762,1861.5679513184584
4.984972,1861.6511156186612
5.242846,1861.734279918864
5.834109,1861.8174442190668
6.6617093,1861.9006085192698
7.511086,1861.9837728194725
7.716091,1862.0669371196755
7.3984265,1862.1501014198784
6.861175,1862.2332657200811
6.199235,1862.316430020284
5.6459165,1862.3995943204868
5.2522163,1862.4827586206898
4.9849095,1862.5659229208925
4.7764797,1862.6490872210954
4.8572345,1862.7322515212982
5.5917296,1862.8154158215011
6.528972,1862.8985801217038
7.3277297,1862.9817444219068
7.6081567,1863.0649087221095
7.3035088,1863.1480730223125
6.853116,1863.2312373225152
6.160843,1863.3144016227182
5.5719347,1863.3975659229209
5.248085,1863.4807302231238
5.064643,1863.5638945233266
5.091777,1863.6470588235295
5.3840275,1863.7302231237322
5.959261,1863.8133874239352
6.8277044,1863.896551724138
7.627312,1863.9797160243409
7.8626103,1864.0628803245436
7.552797,1864.1460446247465
6.9609256,1864.2292089249493
6.287401,1864.3123732251522
5.7841864,1864.395537525355
5.324742,1864.478701825558
5.286235,1864.5618661257606
5.232991,1864.6450304259636
5.439831,1864.7281947261663
5.965299,1864.8113590263692
6.79878,1864.894523326572
7.661835,1864.977687626775
7.9036875,1865.0608519269776
7.593791,1865.1440162271806
6.9429407,1865.2271805273833
6.1737404,1865.3103448275863
5.5833225,1865.393509127789
5.354503,1865.476673427992
5.202642,1865.5598377281947
5.159897,1865.6430020283976
5.3207726,1865.7261663286004
5.7369957,1865.8093306288033
6.6008534,1865.892494929006
7.4670143,1865.975659229209
7.7783675,1866.0588235294117
7.4673634,1866.1419878296147
6.8795476,1866.2251521298174
6.1506805,1866.3083164300203
5.602229,1866.391480730223
5.3550086,1866.474645030426
5.2008104,1866.5578093306287
5.2069855,1866.6409736308317
5.4280486,1866.7241379310344
5.9922643,1866.8073022312374
6.915627,1866.89046653144
7.7162576,1866.973630831643
7.913427,1867.0567951318458
7.5374675,1867.1399594320487
6.890842,1867.2231237322515
6.0341296,1867.3062880324544
5.44061,1867.3894523326571
5.1853237,1867.47261663286
5.1216145,1867.5557809330628
5.1478286,1867.6389452332658
5.3890934,1867.7221095334685
5.988525,1867.8052738336714
6.9156795,1867.8884381338742
7.7594566,1867.971602434077
7.896884,1868.0547667342798
7.735892,1868.1379310344828
7.076416,1868.2210953346855
6.204523,1868.3042596348885
5.630411,1868.3874239350912
5.3277516,1868.4705882352941
5.218281,1868.5537525354969
5.3331776,1868.6369168356998
5.3639283,1868.7200811359025
5.746318,1868.8032454361055
6.6759615,1868.8864097363082
7.6820154,1868.9695740365112
8.045316,1869.052738336714
7.8394985,1869.1359026369169
7.3337035,1869.2190669371196
6.553029,1869.3022312373225
5.7043576,1869.3853955375253
5.2510023,1869.4685598377282
4.648618,1869.551724137931
4.73125,1869.6348884381339
5.305991,1869.7180527383366
5.9462466,1869.8012170385396
6.8061304,1869.8843813387423
7.651629,1869.9675456389452
7.8541613,1870.050709939148
7.4433384,1870.133874239351
6.9228697,1870.2170385395536
6.007793,1870.3002028397566
5.235386,1870.3833671399593
4.8501124,1870.4665314401623
4.901062,1870.5496957403652
5.214754,1870.632860040568
5.350819,1870.716024340771
5.92194,1870.7991886409736
6.759089,1870.8823529411766
7.518281,1870.9655172413793
7.8641343,1871.0486815415823
7.4694233,1871.131845841785
6.7665625,1871.215010141988
6.0459003,1871.2981744421907
5.564632,1871.3813387423936
5.0064917,1871.4645030425963
4.94135,1871.5476673427993
4.945608,1871.630831643002
5.5106344,1871.713995943205
6.0944543,1871.7971602434077
6.6226306,1871.8803245436106
7.2883277,1871.9634888438134
7.261186,1872.0466531440163
6.981704,1872.129817444219
6.416587,1872.212981744422
5.872147,1872.2961460446247
5.4076767,1872.3793103448277
5.5271907,1872.4624746450304
5.3991485,1872.5456389452333
5.1360197,1872.628803245436
4.801081,1872.711967545639
5.7097564,1872.7951318458418
6.9164615,1872.8782961460447
7.8645635,1872.9614604462474
8.164977,1873.0446247464504
7.6875114,1873.127789046653
6.790886,1873.210953346856
6.2661257,1873.2941176470588
6.1603947,1873.3772819472617
6.003892,1873.4604462474645
5.5422926,1873.5436105476674
5.584151,1873.6267748478701
6.0000486,1873.709939148073
6.296479,1873.7931034482758
7.122519,1873.8762677484788
7.816351,1873.9594320486815
8.3721,1874.0425963488844
7.8641076,1874.1257606490872
6.998439,1874.2089249492901
6.3365645,1874.2920892494928
5.668367,1874.3752535496958
5.409197,1874.4584178498985
5.205847,1874.5415821501015
5.0728993,1874.6247464503042
5.3176503,1874.7079107505072
5.8793435,1874.7910750507099
7.142748,1874.8742393509128
7.927289,1874.9574036511156
8.216407,1875.0405679513185
7.950799,1875.1237322515212
7.1536374,1875.2068965517242
6.347871,1875.290060851927
5.815946,1875.3732251521299
5.727002,1875.4563894523326
5.5664563,1875.5395537525355
5.4629474,1875.6227180527383
5.521573,1875.7058823529412
6.123938,1875.789046653144
7.137554,1875.872210953347
8.017507,1875.9553752535496
8.051494,1876.0385395537526
8.092475,1876.1217038539553
7.544023,1876.2048681541582
6.8121734,1876.288032454361
6.1304526,1876.371196754564
5.7361126,1876.4543610547667
5.7840085,1876.5375253549696
5.5932293,1876.6206896551723
5.464006,1876.7038539553753
6.403372,1876.787018255578
7.766352,1876.870182555781
8.4892645,1876.9533468559837
8.659635,1877.0365111561866
8.208283,1877.1196754563894
6.8770394,1877.2028397565923
6.288396,1877.286004056795
5.936556,1877.369168356998
5.8506336,1877.4523326572007
5.6118746,1877.5354969574037
5.6647797,1877.6186612576064
5.8178363,1877.7018255578093
5.972079,1877.784989858012
6.892356,1877.868154158215
7.4812975,1877.9513184584177
7.8824944,1878.0344827586207
7.368234,1878.1176470588234
6.865844,1878.2008113590264
6.0782456,1878.283975659229
5.5808735,1878.367139959432
5.48425,1878.4503042596348
5.305898,1878.5334685598377
5.311679,1878.6166328600407
5.814718,1878.6997971602434
6.46603,1878.7829614604464
7.059613,1878.866125760649
7.8207493,1878.949290060852
8.46466,1879.0324543610548
8.321532,1879.1156186612577
7.293387,1879.1987829614604
6.4637594,1879.2819472616634
6.040509,1879.3651115618661
5.801781,1879.448275862069
5.4369736,1879.5314401622718
5.416382,1879.6146044624747
5.522674,1879.6977687626775
6.270675,1879.7809330628804
7.3526635,1879.8640973630831
8.621547,1879.947261663286
8.126872,1880.0304259634888
7.5726566,1880.1135902636918
7.0493145,1880.1967545638945
6.404532,1880.2799188640975
5.7654123,1880.3630831643002
5.4787335,1880.4462474645031
5.283356,1880.5294117647059
5.3296604,1880.6125760649088
5.6259975,1880.6957403651115
6.043402,1880.7789046653145
6.992809,1880.8620689655172
7.997843,1880.9452332657202
8.294282,1881.028397565923
7.878877,1881.1115618661258
7.2189794,1881.1947261663286
6.237566,1881.2778904665315
5.798217,1881.3610547667342
5.5340905,1881.4442190669372
5.159205,1881.52738336714
4.9120455,1881.6105476673429
5.329703,1881.6937119675456
5.9556885,1881.7768762677485
6.9212947,1881.8600405679513
7.8691435,1881.9432048681542
8.224741,1882.026369168357
7.9649415,1882.10953346856
7.339309,1882.1926977687626
6.5189686,1882.2758620689656
5.9173374,1882.3590263691683
5.6714373,1882.4421906693713
5.575273,1882.525354969574
5.640439,1882.608519269777
5.825843,1882.6916835699797
6.4991875,1882.7748478701826
7.3282957,1882.8580121703853
7.77435,1882.9411764705883
7.702053,1883.024340770791
7.344983,1883.107505070994
6.768893,1883.1906693711967
6.142435,1883.2738336713996
5.762103,1883.3569979716024
5.610749,1883.4401622718053
5.297366,1883.523326572008
5.285083,1883.606490872211
5.605763,1883.6896551724137
6.281509,1883.7728194726167
7.13381,1883.8559837728194
8.151361,1883.9391480730224
8.490903,1884.022312373225
8.0099125,1884.105476673428
7.3547935,1884.1886409736308
6.208007,1884.2718052738337
5.415247,1884.3549695740364
5.479825,1884.4381338742394
5.3930097,1884.521298174442
5.094208,1884.604462474645
5.3960724,1884.6876267748478
5.853594,1884.7707910750507
6.696646,1884.8539553752535
7.523955,1884.9371196754564
7.6948323,1885.0202839756591
7.5149736,1885.103448275862
6.743517,1885.1866125760648
6.0663214,1885.2697768762678
5.6246357,1885.3529411764705
5.328191,1885.4361054766734
5.1474037,1885.5192697768762
5.0208116,1885.6024340770791
5.2572904,1885.6855983772818
5.841375,1885.7687626774848
6.478361,1885.8519269776875
7.153513,1885.9350912778905
7.0603037,1886.0182555780932
6.7395196,1886.1014198782962
6.3224397,1886.1845841784989
6.010112,1886.2677484787018
5.6295543,1886.3509127789046
5.4709544,1886.4340770791075
5.243898,1886.5172413793102
5.13023,1886.6004056795132
4.994137,1886.6835699797161
5.5811143,1886.7667342799189
6.2632294,1886.8498985801216
6.749648,1886.9330628803245
7.4707413,1887.0162271805275
7.435092,1887.0993914807302
6.5755224,1887.1825557809332
5.801596,1887.265720081136
5.4839797,1887.3488843813388
5.0747237,1887.4320486815416
5.0361915,1887.5152129817445
4.8946724,1887.5983772819473
5.151063,1887.6815415821502
5.5290995,1887.764705882353
6.5207114,1887.8478701825559
7.130242,1887.9310344827586
7.5170836,1888.0141987829616
7.365597,1888.0973630831643
6.5064487,1888.1805273833672
5.684016,1888.26369168357
5.05066,1888.346855983773
4.8216968,1888.4300202839756
4.7550864,1888.5131845841786
4.7300744,1888.5963488843813
4.9354205,1888.6795131845843
5.871102,1888.762677484787
6.7951055,1888.84584178499
7.332282,1888.9290060851927
7.2041755,1889.0121703853956
6.9758387,1889.0953346855983
6.709443,1889.1784989858013
5.929906,1889.261663286004
5.2488537,1889.344827586207
4.7925467,1889.4279918864097
4.669517,1889.5111561866127
4.3624887,1889.5943204868154
4.7602296,1889.6774847870183
5.355759,1889.760649087221
6.3473644,1889.843813387424
7.176852,1889.9269776876267
7.354729,1890.0101419878297
6.9222865,1890.0933062880324
6.2296877,1890.1764705882354
5.4109793,1890.259634888438
4.9747972,1890.342799188641
4.733601,1890.4259634888438
4.4595213,1890.5091277890467
4.3910146,1890.5922920892494
4.672699,1890.6754563894524
5.620726,1890.7586206896551
6.4786835,1890.841784989858
7.4443884,1890.9249492900608
7.650214,1891.0081135902637
7.3822904,1891.0912778904665
6.5158596,1891.1744421906694
5.7738914,1891.2576064908721
5.1944532,1891.340770791075
4.9620333,1891.4239350912778
4.698504,1891.5070993914808
4.6926746,1891.5902636916835
4.8689966,1891.6734279918865
5.545528,1891.7565922920892
6.813495,1891.8397565922921
7.446091,1891.9229208924949
7.50282,1892.0060851926978
7.0753508,1892.0892494929005
6.658245,1892.1724137931035
6.1664004,1892.2555780933062
5.7257724,1892.3387423935092
5.2946773,1892.421906693712
5.109946,1892.5050709939148
4.961636,1892.5882352941176
5.100502,1892.6713995943205
5.751044,1892.7545638945232
6.621281,1892.8377281947262
7.1173515,1892.920892494929
7.6631327,1893.0040567951319
6.9357615,1893.0872210953346
6.375662,1893.1703853955376
5.8671637,1893.2535496957403
5.278601,1893.3367139959432
4.71049,1893.419878296146
4.7234545,1893.503042596349
4.9682407,1893.5862068965516
5.1075583,1893.6693711967546
5.802737,1893.7525354969573
6.4384356,1893.8356997971603
7.3164234,1893.918864097363
7.4005094,1894.002028397566
6.6288786,1894.0851926977687
5.994173,1894.1683569979716
5.177169,1894.2515212981743
4.9099846,1894.3346855983773
4.816794,1894.41784989858
4.5498133,1894.501014198783
4.6826663,1894.5841784989857
5.272764,1894.6673427991886
6.035258,1894.7505070993914
6.6955895,1894.8336713995943
7.323902,1894.916835699797
7.7040677,1895.0
7.1737843,1895.083164300203
6.49295,1895.1663286004057
5.804692,1895.2494929006084
5.3327384,1895.3326572008114
5.278983,1895.4158215010143
5.2512045,1895.498985801217
5.0446935,1895.58215010142
5.2405005,1895.6653144016227
5.7992554,1895.7484787018257
6.7646265,1895.8316430020284
7.7565274,1895.9148073022313
7.774458,1895.997971602434
7.43203,1896.081135902637
6.7177258,1896.1643002028397
6.030884,1896.2474645030427
5.3664074,1896.3306288032454
5.1137652,1896.4137931034484
4.7602134,1896.496957403651
5.009744,1896.580121703854
5.428871,1896.6632860040568
5.9662595,1896.7464503042597
6.80842,1896.8296146044624
7.458496,1896.9127789046654
7.6554213,1896.9959432048681
7.1463842,1897.079107505071
6.585795,1897.1622718052738
5.8364587,1897.2454361054768
5.166974,1897.3286004056795
4.8371277,1897.4117647058824
4.7595873,1897.4949290060852
4.9264483,1897.578093306288
5.208397,1897.6612576064908
5.7039413,1897.7444219066938
6.411939,1897.8275862068965
7.4271493,1897.9107505070995
7.4428368,1897.9939148073022
7.258955,1898.0770791075051
6.641877,1898.1602434077079
5.8899817,1898.2434077079108
5.216654,1898.3265720081135
4.8765182,1898.4097363083165
4.8111,1898.4929006085192
4.7278275,1898.5760649087222
4.82603,1898.659229208925
5.483042,1898.7423935091279
6.516303,1898.8255578093306
7.3774676,1898.9087221095335
7.6797824,1898.9918864097363
7.320526,1899.0750507099392
6.610208,1899.158215010142
5.67488,1899.2413793103449
5.027851,1899.3245436105476
4.6670036,1899.4077079107506
4.7244983,1899.4908722109533
4.9219675,1899.5740365111562
5.042335,1899.657200811359
5.595625,1899.740365111562
6.568401,1899.8235294117646
7.544595,1899.9066937119676
7.9015937,1899.9898580121703
7.372813,1900.0730223123733
6.791845,1900.156186612576
5.798033,1900.239350912779
5.3292465,1900.3225152129817
4.7543645,1900.4056795131846
4.522767,1900.4888438133873
4.58737,1900.5720081135903
4.8214107,1900.655172413793
5.513932,1900.738336713996
6.6287446,1900.8215010141987
7.846037,1900.9046653144017
8.100461,1900.9878296146044
7.5713835,1901.0709939148073
6.8675847,1901.15415821501
6.098732,1901.237322515213
5.413512,1901.3204868154157
5.0571938,1901.4036511156187
4.865109,1901.4868154158214
4.941808,1901.5699797160244
5.1508865,1901.653144016227
6.133131,1901.73630831643
7.179393,1901.8194726166328
7.7950315,1901.9026369168357
8.036531,1901.9858012170384
7.504424,1902.0689655172414
6.728697,1902.1521298174441
5.8561516,1902.235294117647
5.3522296,1902.3184584178498
5.1094236,1902.4016227180527
4.821508,1902.4847870182555
4.58946,1902.5679513184584
4.7172914,1902.6511156186612
5.329623,1902.734279918864
6.3366127,1902.8174442190668
7.188333,1902.9006085192698
7.5025406,1902.9837728194725
7.167313,1903.0669371196755
6.455983,1903.1501014198784
5.533043,1903.2332657200811
4.971175,1903.3164300202839
4.8125606,1903.3995943204868
4.631489,1903.4827586206898
4.6501,1903.5659229208925
4.806675,1903.6490872210954
5.368185,1903.7322515212982
6.381857,1903.8154158215011
7.337664,1903.8985801217038
7.475016,1903.9817444219068
6.8386455,1904.0649087221095
6.0144806,1904.1480730223125
5.176397,1904.2312373225152
4.6305294,1904.3144016227182
4.5324206,1904.3975659229209
4.4186645,1904.4807302231238
4.632839,1904.5638945233266
5.102325,1904.6470588235295
5.7464685,1904.7302231237322
6.782713,1904.8133874239352
7.4973197,1904.896551724138
7.633173,1904.9797160243409
7.7006845,1905.0628803245436
7.1040707,1905.1460446247465
5.9625487,1905.2292089249493
5.2980022,1905.3123732251522
4.949944,1905.395537525355
4.764542,1905.478701825558
4.7787495,1905.5618661257606
4.9698095,1905.6450304259636
5.6541076,1905.7281947261663
7.01685,1905.8113590263692
8.442308,1905.894523326572
8.834706,1905.977687626775
8.04937,1906.0608519269776
7.4072094,1906.1440162271806
6.1872587,1906.2271805273833
5.7069736,1906.3103448275863
5.119697,1906.393509127789
4.869356,1906.476673427992
4.8816004,1906.5598377281947
5.4516973,1906.6430020283976
5.789541,1906.7261663286004
6.6953692,1906.8093306288033
7.0177684,1906.892494929006
7.4266825,1906.975659229209
7.196604,1907.0588235294117
6.6699343,1907.1419878296147
5.986194,1907.2251521298174
5.482207,1907.3083164300203
5.127002,1907.391480730223
4.854288,1907.474645030426
4.6959534,1907.5578093306287
4.962625,1907.6409736308317
5.2611804,1907.7241379310344
5.799654,1907.8073022312374
6.4223204,1907.89046653144
6.8210382,1907.973630831643
6.825079,1908.0567951318458
6.3131227,1908.1399594320487
5.496447,1908.2231237322515
5.0470304,1908.3062880324544
4.9335546,1908.3894523326571
4.723512,1908.47261663286
4.6522923,1908.5557809330628
4.6743464,1908.6389452332658
5.3254905,1908.7221095334685
6.408454,1908.8052738336714
7.3011894,1908.8884381338742
7.419591,1908.971602434077
7.1296453,1909.0547667342798
6.656025,1909.1379310344828
5.9174275,1909.2210953346855
5.1774197,1909.3042596348885
4.785835,1909.3874239350912
4.657587,1909.4705882352941
4.525073,1909.5537525354969
4.703148,1909.6369168356998
5.2324457,1909.7200811359025
6.1986794,1909.8032454361055
7.123872,1909.8864097363082
7.3199615,1909.9695740365112
6.8501334,1910.052738336714
6.1306167,1910.1359026369169
5.596305,1910.2190669371196
5.1666045,1910.3022312373225
4.963073,1910.3853955375253
4.6346855,1910.4685598377282
4.49032,1910.551724137931
4.7762327,1910.6348884381339
5.1839933,1910.7180527383366
6.0711875,1910.8012170385396
6.9802938,1910.8843813387423
6.812149,1910.9675456389452
6.2796245,1911.050709939148
5.7386284,1911.133874239351
5.348697,1911.2170385395539
4.8768444,1911.3002028397566
4.7630553,1911.3833671399593
4.6918373,1911.4665314401623
4.5918937,1911.5496957403652
4.8426247,1911.632860040568
5.3157697,1911.716024340771
6.4178596,1911.7991886409736
7.415879,1911.8823529411766
7.6527023,1911.9655172413793
7.587033,1912.0486815415823
6.976405,1912.131845841785
5.779886,1912.215010141988
5.2440376,1912.2981744421907
5.0568805,1912.3813387423936
4.979275,1912.4645030425963
4.994715,1912.5476673427993
5.241827,1912.630831643002
5.798279,1912.713995943205
6.7666216,1912.7971602434077
7.8184667,1912.8803245436106
7.8439918,1912.9634888438134
7.332668,1913.0466531440163
6.9485526,1913.129817444219
6.1007195,1913.212981744422
5.438397,1913.2961460446247
4.9345217,1913.3793103448277
4.416897,1913.4624746450304
4.641148,1913.5456389452333
4.881928,1913.628803245436
5.9009814,1913.711967545639
7.0468383,1913.7951318458418
8.027094,1913.8782961460447
8.023753,1913.9614604462474
7.4577475,1914.0446247464504
6.551979,1914.127789046653
5.7390757,1914.210953346856
5.29465,1914.2941176470588
5.2776628,1914.3772819472617
5.367602,1914.4604462474645
5.42547,1914.5436105476674
5.171275,1914.6267748478701
5.909398,1914.709939148073
6.827886,1914.7931034482758
7.5076966,1914.8762677484788
7.7295723,1914.9594320486815
7.3336096,1915.0425963488844
7.0830956,1915.1257606490872
6.106603,1915.2089249492901
5.523357,1915.2920892494928
5.165559,1915.3752535496958
4.8524294,1915.4584178498985
5.103379,1915.5415821501015
5.3124857,1915.6247464503042
5.874124,1915.7079107505072
6.922735,1915.7910750507099
7.899202,1915.8742393509128
7.777467,1915.9574036511156
7.4448586,1916.0405679513185
6.8238254,1916.1237322515212
6.23324,1916.2068965517242
5.460656,1916.290060851927
5.272096,1916.3732251521299
5.094183,1916.4563894523326
4.9688025,1916.5395537525355
5.0299563,1916.6227180527383
5.457377,1916.7058823529412
6.127288,1916.789046653144
6.5526104,1916.872210953347
7.487945,1916.9553752535496
7.2406316,1917.0385395537526
6.8600717,1917.1217038539553
6.086975,1917.2048681541582
5.5732527,1917.288032454361
5.3121943,1917.371196754564
5.3503904,1917.4543610547667
5.18137,1917.5375253549696
5.2333393,1917.6206896551723
5.4407463,1917.7038539553753
6.502058,1917.787018255578
7.3282185,1917.870182555781
7.843006,1917.9533468559837
7.3696303,1918.0365111561866
6.752441,1918.1196754563894
6.0753627,1918.2028397565923
5.458311,1918.286004056795
5.1351743,1918.369168356998
5.0780754,1918.4523326572007
5.0292335,1918.5354969574037
5.1872764,1918.6186612576064
5.534418,1918.7018255578093
6.4528794,1918.784989858012
7.3140383,1918.868154158215
7.581671,1918.9513184584177
7.204017,1919.0344827586207
6.5153637,1919.1176470588234
5.913149,1919.2008113590264
5.3180647,1919.2839756592293
5.2301846,1919.367139959432
5.2964573,1919.4503042596348
4.8368936,1919.5334685598377
4.6843395,1919.6166328600407
5.720747,1919.6997971602434
6.6823506,1919.7829614604461
7.4730997,1919.866125760649
7.638099,1919.949290060852
7.450949,1920.0324543610548
6.9333863,1920.1156186612575
6.218157,1920.1987829614604
5.630317,1920.2819472616634
5.20169,1920.3651115618661
4.7016892,1920.448275862069
4.6514807,1920.5314401622718
5.052701,1920.6146044624747
5.796601,1920.6977687626775
6.4630694,1920.7809330628804
7.1063843,1920.8640973630831
7.6699824,1920.947261663286
7.4548893,1921.0304259634888
6.5464315,1921.1135902636918
5.9750214,1921.1967545638945
5.8441763,1921.2799188640975
5.4544086,1921.3630831643002
4.9934025,1921.4462474645031
4.6463723,1921.5294117647059
4.9973116,1921.6125760649088
5.638436,1921.6957403651115
6.42609,1921.7789046653145
7.0491104,1921.8620689655172
7.2399573,1921.9452332657202
7.3964305,1922.028397565923
6.750069,1922.1115618661258
5.784799,1922.1947261663286
5.1602645,1922.2778904665315
5.0430746,1922.3610547667342
4.852214,1922.4442190669372
4.5843997,1922.52738336714
4.797409,1922.6105476673429
5.579859,1922.6937119675456
6.787281,1922.7768762677485
7.7195835,1922.8600405679513
7.9737787,1922.9432048681542
7.564098,1923.026369168357
6.928645,1923.10953346856
6.0245433,1923.1926977687626
5.443405,1923.2758620689656
5.166466,1923.3590263691683
4.8348465,1923.4421906693713
4.7293663,1923.525354969574
5.2499623,1923.608519269777
5.8073187,1923.6916835699797
6.399493,1923.7748478701826
7.4850683,1923.8580121703853
7.7709465,1923.9411764705883
7.4370008,1924.024340770791
6.509883,1924.107505070994
5.764982,1924.1906693711967
5.241222,1924.2738336713996
4.8122616,1924.3569979716024
4.735737,1924.4401622718053
4.8248277,1924.523326572008
5.1185546,1924.606490872211
5.5267787,1924.6896551724137
6.605212,1924.7728194726167
7.5800266,1924.8559837728194
7.7281337,1924.9391480730224
7.453365,1925.022312373225
6.9445534,1925.105476673428
5.9364176,1925.1886409736308
5.1322927,1925.2718052738337
5.236764,1925.3549695740364
5.107181,1925.4381338742394
4.939437,1925.521298174442
5.20166,1925.604462474645
6.1112604,1925.6876267748478
7.096928,1925.7707910750507
7.791142,1925.8539553752535
7.979717,1925.9371196754564
7.6720576,1926.0202839756591
6.6152525,1926.103448275862
5.7407413,1926.1866125760648
5.0671782,1926.2697768762678
4.595237,1926.3529411764705
4.673639,1926.4361054766734
4.738927,1926.5192697768762
4.9479804,1926.6024340770791
5.41642,1926.6855983772818
6.385563,1926.7687626774848
7.147258,1926.8519269776875
7.350687,1926.9350912778905
7.0449653,1927.0182555780932
6.470058,1927.1014198782962
5.8284917,1927.1845841784989
5.2089405,1927.2677484787018
4.8546987,1927.3509127789046
4.6602006,1927.4340770791075
4.619956,1927.5172413793102
4.8526163,1927.6004056795132
5.5042005,1927.6835699797161
6.1412916,1927.7667342799189
6.838757,1927.8498985801216
7.2108645,1927.9330628803245
6.7870216,1928.0162271805275
6.0025105,1928.0993914807302
5.2569222,1928.182555780933
4.829792,1928.265720081136
4.7854643,1928.3488843813388
4.64732,1928.4320486815416
4.7191353,1928.5152129817445
4.8241353,1928.5983772819473
5.6958885,1928.6815415821502
6.603994,1928.764705882353
7.2824955,1928.8478701825559
7.669907,1928.9310344827586
7.211277,1929.0141987829616
6.6660995,1929.0973630831643
5.847831,1929.1805273833672
5.182589,1929.26369168357
4.783144,1929.346855983773
4.504212,1929.4300202839756
4.730161,1929.5131845841786
4.7107854,1929.5963488843813
5.3184996,1929.6795131845843
6.0153565,1929.762677484787
6.7947626,1929.84584178499
7.5920515,1929.9290060851927
6.8029127,1930.0121703853956
6.3342133,1930.0953346855983
5.6553917,1930.1784989858013
5.3334074,1930.261663286004
5.1676455,1930.344827586207
4.9249454,1930.4279918864097
4.7627387,1930.5111561866127
5.0151014,1930.5943204868154
5.482561,1930.6774847870183
6.1501417,1930.760649087221
6.8509774,1930.843813387424
7.381368,1930.9269776876267
7.0164704,1931.0101419878297
6.1921635,1931.0933062880324
5.5276756,1931.1764705882354
5.0629597,1931.259634888438
4.7770185,1931.342799188641
4.628711,1931.4259634888438
4.6865325,1931.5091277890467
4.9936714,1931.5922920892494
5.653173,1931.6754563894524
6.8351407,1931.7586206896551
7.670901,1931.841784989858
7.9588065,1931.9249492900608
7.4323606,1932.0081135902637
6.3599987,1932.0912778904665
5.3590984,1932.1744421906694
4.7728906,1932.2576064908721
4.2438655,1932.340770791075
4.3075643,1932.4239350912778
4.249894,1932.5070993914808
4.25989,1932.5902636916835
5.0642796,1932.6734279918865
5.8977513,1932.7565922920892
6.947931,1932.8397565922921
6.900482,1932.9229208924949
6.6314664,1933.0060851926978
6.214361,1933.0892494929005
5.586239,1933.1724137931035
4.9070177,1933.2555780933062
4.6142087,1933.3387423935092
4.7245216,1933.421906693712
4.815447,1933.5050709939148
4.9011745,1933.5882352941176
5.356259,1933.6713995943205
6.290645,1933.7545638945232
7.430985,1933.8377281947262
7.5480757,1933.920892494929
7.2235684,1934.0040567951319
6.5252304,1934.0872210953346
5.6089764,1934.1703853955376
5.145234,1934.2535496957403
4.90394,1934.3367139959432
4.7555203,1934.419878296146
4.976254,1934.503042596349
5.2294817,1934.5862068965516
5.742882,1934.6693711967546
6.4653997,1934.7525354969573
7.2368116,1934.8356997971603
7.39326,1934.918864097363
6.962987,1935.002028397566
6.4326077,1935.0851926977687
5.868676,1935.1683569979716
5.241988,1935.2515212981743
5.0197496,1935.3346855983773
